#Version: 1.0
#Software: ZScaler NSS Web Log (synthetic sample for SOC Log Analyzer)
#Fields: datetime	user	department	location	clientip	serverip	method	host	url	action	reason	statuscode	requestsize	responsesize	urlcategory	threatname	riskscore	useragent	referer	appname
2024-05-14 11:15:28	frank@tenex.local	Legal	HQ-Austin	10.10.2.25	104.109.10.176	GET	www.salesforce.com	https://www.salesforce.com/assets/app.js	Allowed	-	200	405	7346	Professional Services	-	0	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4 Safari/605.1.15	-	-
2024-05-14 11:15:42	grace@tenex.local	Engineering	HQ-Austin	10.10.3.26	52.113.194.229	GET	teams.microsoft.com	https://teams.microsoft.com/api/v1/status	Allowed	-	200	559	61548	Instant Messaging	-	0	Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:126.0) Gecko/20100101 Firefox/126.0	-	Microsoft 365
2024-05-14 11:15:53	wendy@tenex.local	IT	HQ-Austin	10.10.3.42	104.16.85.187	GET	cdn.jsdelivr.net	https://cdn.jsdelivr.net/	Allowed	-	200	1043	78549	Content Servers	-	0	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36	-	-
2024-05-14 11:15:58	heidi@tenex.local	Finance	HQ-Austin	10.10.4.27	142.250.72.192	POST	mail.google.com	https://mail.google.com/search?q=deployment	Allowed	-	200	4384	12233	Webmail	-	0	Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:126.0) Gecko/20100101 Firefox/126.0	-	-
2024-05-14 11:16:05	wendy@tenex.local	IT	HQ-Austin	10.10.3.42	52.113.194.162	GET	teams.microsoft.com	https://teams.microsoft.com/assets/app.js	Allowed	-	200	1091	7224	Instant Messaging	-	0	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36	-	Microsoft 365
2024-05-14 11:16:49	bob@tenex.local	Finance	HQ-Austin	10.10.2.21	104.192.142.169	GET	www.atlassian.net	https://www.atlassian.net/api/v1/status	Allowed	-	200	294	41673	Professional Services	-	0	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36	-	-
2024-05-14 11:17:44	heidi@tenex.local	Finance	HQ-Austin	10.10.4.27	170.114.52.110	GET	zoom.us	https://zoom.us/search?q=deployment	Allowed	-	200	1180	13646	Streaming Media	-	0	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4 Safari/605.1.15	-	-
2024-05-14 11:18:41	quinn@tenex.local	IT	HQ-Austin	10.10.1.36	52.216.35.184	GET	s3.us-east-1.amazonaws.com	https://s3.us-east-1.amazonaws.com/api/v1/status	Allowed	-	200	1027	17786	Web Hosting	-	0	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36	-	-
2024-05-14 11:20:26	heidi@tenex.local	Finance	HQ-Austin	10.10.4.27	151.101.65.202	GET	www.nytimes.com	https://www.nytimes.com/	Allowed	-	200	1084	33735	News and Media	-	0	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4 Safari/605.1.15	-	-
2024-05-14 11:20:51	trent@tenex.local	Finance	EU-Dublin	10.10.4.39	52.113.194.91	POST	teams.microsoft.com	https://teams.microsoft.com/index.html	Allowed	-	200	870	65031	Instant Messaging	-	0	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36	-	Microsoft 365
2024-05-14 11:20:54	rupert@tenex.local	Legal	HQ-Austin	10.10.2.37	104.18.32.92	GET	stackoverflow.com	https://stackoverflow.com/static/main.css	Allowed	-	200	363	33553	Professional Services	-	0	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4 Safari/605.1.15	-	-
2024-05-14 11:20:55	lena@tenex.local	Legal	HQ-Austin	10.10.4.31	170.114.52.175	GET	zoom.us	https://zoom.us/static/main.css	Allowed	-	200	1042	58928	Streaming Media	-	0	Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:126.0) Gecko/20100101 Firefox/126.0	-	-
2024-05-14 11:22:29	bob@tenex.local	Finance	HQ-Austin	10.10.2.21	151.101.65.199	GET	www.nytimes.com	https://www.nytimes.com/index.html	Allowed	-	200	584	62879	News and Media	-	0	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36	-	-
2024-05-14 11:24:27	olivia@tenex.local	Sales	EU-Dublin	10.10.3.34	52.216.35.235	POST	s3.us-east-1.amazonaws.com	https://s3.us-east-1.amazonaws.com/api/v2/messages	Allowed	-	200	2626	71937	Web Hosting	-	0	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4 Safari/605.1.15	-	-
2024-05-14 11:25:00	ivan@tenex.local	Sales	Remote-VPN	10.10.1.28	142.250.72.95	GET	mail.google.com	https://mail.google.com/search?q=deployment	Allowed	-	200	517	6859	Webmail	-	0	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36	-	-
2024-05-14 11:27:41	uma@tenex.local	Sales	HQ-Austin	10.10.1.40	104.16.85.62	GET	cdn.jsdelivr.net	https://cdn.jsdelivr.net/static/main.css	Allowed	-	200	932	50965	Content Servers	-	0	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36	-	-
2024-05-14 11:27:51	heidi@tenex.local	Finance	HQ-Austin	10.10.4.27	170.114.52.249	GET	zoom.us	https://zoom.us/api/v1/status	Allowed	-	200	709	8803	Streaming Media	-	0	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36	-	-
2024-05-14 11:28:12	alice@tenex.local	Engineering	HQ-Austin	10.10.1.20	104.192.142.166	GET	www.atlassian.net	https://www.atlassian.net/	Allowed	-	200	899	36544	Professional Services	-	0	Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:126.0) Gecko/20100101 Firefox/126.0	-	-
2024-05-14 11:28:28	frank@tenex.local	Legal	HQ-Austin	10.10.2.25	140.82.114.25	GET	api.github.com	https://api.github.com/docs/getting-started	Allowed	-	200	508	73481	Professional Services	-	0	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36	-	-
2024-05-14 11:29:26	victor@tenex.local	HR	HQ-Austin	10.10.2.41	104.109.10.1	GET	www.salesforce.com	https://www.salesforce.com/index.html	Allowed	-	200	615	30163	Professional Services	-	0	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36	-	-
2024-05-14 11:29:33	heidi@tenex.local	Finance	HQ-Austin	10.10.4.27	99.84.108.25	GET	console.aws.amazon.com	https://console.aws.amazon.com/search?q=deployment	Allowed	-	200	1087	32070	Professional Services	-	0	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36	-	-
2024-05-14 11:30:03	victor@tenex.local	HR	HQ-Austin	10.10.2.41	52.96.40.44	GET	outlook.office365.com	https://outlook.office365.com/search?q=deployment	Allowed	-	200	1221	41436	Webmail	-	0	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36	-	Microsoft 365
2024-05-14 11:30:09	sybil@tenex.local	Engineering	Remote-VPN	10.10.3.38	52.216.35.143	GET	s3.us-east-1.amazonaws.com	https://s3.us-east-1.amazonaws.com/api/v1/status	Allowed	-	304	671	36138	Web Hosting	-	0	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4 Safari/605.1.15	-	-
2024-05-14 11:31:18	victor@tenex.local	HR	HQ-Austin	10.10.2.41	104.18.32.208	GET	stackoverflow.com	https://stackoverflow.com/static/main.css	Allowed	-	200	1325	43463	Professional Services	-	0	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4 Safari/605.1.15	-	-
2024-05-14 11:31:18	xavier@tenex.local	Legal	Remote-VPN	10.10.4.43	104.16.24.1	POST	registry.npmjs.org	https://registry.npmjs.org/docs/getting-started	Allowed	-	200	7753	85539	Software Downloads	-	0	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36	-	-
2024-05-14 11:31:28	xavier@tenex.local	Legal	Remote-VPN	10.10.4.43	3.89.11.134	GET	slack.com	https://slack.com/api/v2/messages	Allowed	-	200	1038	22972	Instant Messaging	-	0	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36	-	-
2024-05-14 11:31:36	wendy@tenex.local	IT	HQ-Austin	10.10.3.42	151.101.65.150	GET	www.nytimes.com	https://www.nytimes.com/	Allowed	-	200	474	89176	News and Media	-	0	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36	-	-
2024-05-14 11:31:59	erin@tenex.local	IT	EU-Dublin	10.10.1.24	140.82.114.34	GET	api.github.com	https://api.github.com/static/main.css	Allowed	-	200	575	57144	Professional Services	-	0	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4 Safari/605.1.15	-	-
2024-05-14 11:32:00	frank@tenex.local	Legal	HQ-Austin	10.10.2.25	142.250.80.67	GET	docs.google.com	https://docs.google.com/api/v2/messages	Allowed	-	200	1077	47429	Professional Services	-	0	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4 Safari/605.1.15	-	-
2024-05-14 11:32:21	uma@tenex.local	Sales	HQ-Austin	10.10.1.40	3.89.11.91	GET	slack.com	https://slack.com/favicon.ico	Allowed	-	200	972	16059	Instant Messaging	-	0	Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:126.0) Gecko/20100101 Firefox/126.0	-	-
2024-05-14 11:32:39	victor@tenex.local	HR	HQ-Austin	10.10.2.41	140.82.114.228	GET	api.github.com	https://api.github.com/docs/getting-started	Allowed	-	200	598	41805	Professional Services	-	0	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4 Safari/605.1.15	-	-
2024-05-14 11:32:54	bob@tenex.local	Finance	HQ-Austin	10.10.2.21	104.192.142.106	GET	www.atlassian.net	https://www.atlassian.net/favicon.ico	Allowed	-	200	548	70004	Professional Services	-	0	Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:126.0) Gecko/20100101 Firefox/126.0	-	-
2024-05-14 11:32:56	wendy@tenex.local	IT	HQ-Austin	10.10.3.42	104.18.32.205	GET	stackoverflow.com	https://stackoverflow.com/search?q=deployment	Allowed	-	200	407	21252	Professional Services	-	0	Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:126.0) Gecko/20100101 Firefox/126.0	-	-
2024-05-14 11:36:02	xavier@tenex.local	Legal	Remote-VPN	10.10.4.43	142.250.72.212	GET	www.google.com	https://www.google.com/assets/app.js	Allowed	-	200	523	75288	Search Engines	-	0	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36	-	-
2024-05-14 11:36:29	frank@tenex.local	Legal	HQ-Austin	10.10.2.25	151.101.65.96	GET	www.nytimes.com	https://www.nytimes.com/search?q=deployment	Allowed	-	200	861	80024	News and Media	-	0	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4 Safari/605.1.15	-	-
2024-05-14 11:36:41	peggy@tenex.local	HR	HQ-Austin	10.10.4.35	104.109.10.83	GET	www.salesforce.com	https://www.salesforce.com/user/profile	Allowed	-	200	1193	23460	Professional Services	-	0	Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:126.0) Gecko/20100101 Firefox/126.0	-	-
2024-05-14 11:39:26	rupert@tenex.local	Legal	HQ-Austin	10.10.2.37	52.216.35.74	GET	s3.us-east-1.amazonaws.com	https://s3.us-east-1.amazonaws.com/docs/getting-started	Allowed	-	200	1323	76163	Web Hosting	-	0	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4 Safari/605.1.15	-	-
2024-05-14 11:39:34	xavier@tenex.local	Legal	Remote-VPN	10.10.4.43	104.16.24.18	GET	registry.npmjs.org	https://registry.npmjs.org/index.html	Allowed	-	200	448	83386	Software Downloads	-	0	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36	-	-
2024-05-14 11:40:46	niaj@tenex.local	Finance	Remote-VPN	10.10.2.33	142.250.72.45	POST	mail.google.com	https://mail.google.com/index.html	Allowed	-	304	7139	66697	Webmail	-	0	Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:126.0) Gecko/20100101 Firefox/126.0	-	-
2024-05-14 11:40:48	wendy@tenex.local	IT	HQ-Austin	10.10.3.42	99.84.108.55	GET	console.aws.amazon.com	https://console.aws.amazon.com/search?q=deployment	Allowed	-	200	1188	26826	Professional Services	-	0	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36	-	-
2024-05-14 11:41:11	dan@tenex.local	HR	Remote-VPN	10.10.4.23	142.250.80.14	GET	docs.google.com	https://docs.google.com/user/profile	Allowed	-	200	920	17643	Professional Services	-	0	Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:126.0) Gecko/20100101 Firefox/126.0	-	-
2024-05-14 11:42:38	rupert@tenex.local	Legal	HQ-Austin	10.10.2.37	140.82.114.51	GET	api.github.com	https://api.github.com/static/main.css	Allowed	-	200	879	56134	Professional Services	-	0	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4 Safari/605.1.15	-	-
2024-05-14 11:42:38	rupert@tenex.local	Legal	HQ-Austin	10.10.2.37	142.250.72.135	POST	www.google.com	https://www.google.com/search?q=deployment	Allowed	-	200	2678	39002	Search Engines	-	0	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36	-	-
2024-05-14 11:42:55	mallory@tenex.local	Engineering	HQ-Austin	10.10.1.32	104.109.10.83	GET	www.salesforce.com	https://www.salesforce.com/	Allowed	-	200	1310	73128	Professional Services	-	0	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4 Safari/605.1.15	-	-
2024-05-14 11:43:24	dan@tenex.local	HR	Remote-VPN	10.10.4.23	13.107.42.203	GET	www.linkedin.com	https://www.linkedin.com/	Allowed	-	200	1143	1666	Social Networking	-	0	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4 Safari/605.1.15	-	-
2024-05-14 11:43:58	bob@tenex.local	Finance	HQ-Austin	10.10.2.21	104.109.10.136	POST	www.salesforce.com	https://www.salesforce.com/search?q=deployment	Allowed	-	200	2971	58316	Professional Services	-	0	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36	-	-
2024-05-14 11:45:02	ivan@tenex.local	Sales	Remote-VPN	10.10.1.28	104.16.24.8	POST	registry.npmjs.org	https://registry.npmjs.org/docs/getting-started	Allowed	-	200	2470	22696	Software Downloads	-	0	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36	-	-
2024-05-14 11:45:14	olivia@tenex.local	Sales	EU-Dublin	10.10.3.34	52.96.40.220	POST	outlook.office365.com	https://outlook.office365.com/index.html	Allowed	-	200	8713	6885	Webmail	-	0	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36	-	Microsoft 365
2024-05-14 11:45:22	rupert@tenex.local	Legal	HQ-Austin	10.10.2.37	142.250.72.56	GET	www.google.com	https://www.google.com/	Allowed	-	200	1139	64938	Search Engines	-	0	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4 Safari/605.1.15	-	-
2024-05-14 11:47:57	ivan@tenex.local	Sales	Remote-VPN	10.10.1.28	104.16.24.30	POST	registry.npmjs.org	https://registry.npmjs.org/favicon.ico	Allowed	-	200	6258	3750	Software Downloads	-	0	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36	-	-
2024-05-14 11:48:20	ivan@tenex.local	Sales	Remote-VPN	10.10.1.28	3.89.11.164	GET	slack.com	https://slack.com/assets/app.js	Allowed	-	200	916	64909	Instant Messaging	-	0	Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:126.0) Gecko/20100101 Firefox/126.0	-	-
2024-05-14 11:48:44	trent@tenex.local	Finance	EU-Dublin	10.10.4.39	104.16.24.253	GET	registry.npmjs.org	https://registry.npmjs.org/	Allowed	-	200	456	80254	Software Downloads	-	0	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36	-	-
2024-05-14 11:48:49	dan@tenex.local	HR	Remote-VPN	10.10.4.23	52.216.35.192	GET	s3.us-east-1.amazonaws.com	https://s3.us-east-1.amazonaws.com/api/v2/messages	Allowed	-	200	438	8259	Web Hosting	-	0	Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:126.0) Gecko/20100101 Firefox/126.0	-	-
2024-05-14 11:49:36	carol@tenex.local	Sales	HQ-Austin	10.10.3.22	140.82.114.77	GET	api.github.com	https://api.github.com/index.html	Allowed	-	200	1277	70177	Professional Services	-	0	Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:126.0) Gecko/20100101 Firefox/126.0	-	-
2024-05-14 11:49:52	xavier@tenex.local	Legal	Remote-VPN	10.10.4.43	142.250.72.73	GET	mail.google.com	https://mail.google.com/static/main.css	Allowed	-	200	1397	9502	Webmail	-	0	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36	-	-
2024-05-14 11:50:16	quinn@tenex.local	IT	HQ-Austin	10.10.1.36	104.16.24.72	GET	registry.npmjs.org	https://registry.npmjs.org/docs/getting-started	Allowed	-	200	625	58190	Software Downloads	-	0	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36	-	-
2024-05-14 11:50:31	bob@tenex.local	Finance	HQ-Austin	10.10.2.21	52.113.194.64	GET	teams.microsoft.com	https://teams.microsoft.com/favicon.ico	Allowed	-	200	1022	63192	Instant Messaging	-	0	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4 Safari/605.1.15	-	Microsoft 365
2024-05-14 11:51:13	ken@tenex.local	IT	HQ-Austin	10.10.3.30	142.250.80.51	GET	docs.google.com	https://docs.google.com/search?q=deployment	Allowed	-	200	1302	19393	Professional Services	-	0	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36	-	-
2024-05-14 11:52:35	bob@tenex.local	Finance	HQ-Austin	10.10.2.21	170.114.52.231	GET	zoom.us	https://zoom.us/index.html	Allowed	-	200	523	9314	Streaming Media	-	0	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4 Safari/605.1.15	-	-
2024-05-14 11:52:51	mallory@tenex.local	Engineering	HQ-Austin	10.10.1.32	140.82.113.218	POST	github.com	https://github.com/favicon.ico	Allowed	-	200	6922	30194	Professional Services	-	0	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4 Safari/605.1.15	-	-
2024-05-14 11:53:57	grace@tenex.local	Engineering	HQ-Austin	10.10.3.26	3.89.11.137	GET	slack.com	https://slack.com/assets/app.js	Allowed	-	200	1193	24297	Instant Messaging	-	0	Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:126.0) Gecko/20100101 Firefox/126.0	-	-
2024-05-14 11:53:58	ken@tenex.local	IT	HQ-Austin	10.10.3.30	99.84.108.243	GET	console.aws.amazon.com	https://console.aws.amazon.com/docs/getting-started	Allowed	-	200	620	40904	Professional Services	-	0	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4 Safari/605.1.15	-	-
2024-05-14 11:54:15	bob@tenex.local	Finance	HQ-Austin	10.10.2.21	140.82.113.44	GET	github.com	https://github.com/assets/app.js	Allowed	-	200	522	75639	Professional Services	-	0	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36	-	-
2024-05-14 11:54:39	peggy@tenex.local	HR	HQ-Austin	10.10.4.35	104.109.10.46	GET	www.salesforce.com	https://www.salesforce.com/api/v2/messages	Allowed	-	200	334	4110	Professional Services	-	0	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36	-	-
2024-05-14 11:56:09	carol@tenex.local	Sales	HQ-Austin	10.10.3.22	142.250.80.235	GET	docs.google.com	https://docs.google.com/docs/getting-started	Allowed	-	200	612	2908	Professional Services	-	0	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4 Safari/605.1.15	-	-
2024-05-14 11:56:15	ken@tenex.local	IT	HQ-Austin	10.10.3.30	99.84.108.3	GET	console.aws.amazon.com	https://console.aws.amazon.com/static/main.css	Allowed	-	200	1228	47192	Professional Services	-	0	Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:126.0) Gecko/20100101 Firefox/126.0	-	-
2024-05-14 11:56:19	mallory@tenex.local	Engineering	HQ-Austin	10.10.1.32	52.113.194.132	GET	teams.microsoft.com	https://teams.microsoft.com/assets/app.js	Allowed	-	200	410	14912	Instant Messaging	-	0	Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:126.0) Gecko/20100101 Firefox/126.0	-	Microsoft 365
2024-05-14 11:56:46	uma@tenex.local	Sales	HQ-Austin	10.10.1.40	104.16.85.123	GET	cdn.jsdelivr.net	https://cdn.jsdelivr.net/user/profile	Allowed	-	200	532	43744	Content Servers	-	0	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36	-	-
2024-05-14 11:56:58	trent@tenex.local	Finance	EU-Dublin	10.10.4.39	140.82.114.91	GET	api.github.com	https://api.github.com/search?q=deployment	Allowed	-	200	749	18935	Professional Services	-	0	Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:126.0) Gecko/20100101 Firefox/126.0	-	-
2024-05-14 11:58:16	grace@tenex.local	Engineering	HQ-Austin	10.10.3.26	170.114.52.185	GET	zoom.us	https://zoom.us/static/main.css	Allowed	-	200	611	76042	Streaming Media	-	0	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36	-	-
2024-05-14 11:58:39	judy@tenex.local	HR	EU-Dublin	10.10.2.29	140.82.113.67	GET	github.com	https://github.com/api/v1/status	Allowed	-	200	263	15832	Professional Services	-	0	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4 Safari/605.1.15	-	-
2024-05-14 11:59:22	dan@tenex.local	HR	Remote-VPN	10.10.4.23	142.250.72.92	GET	www.google.com	https://www.google.com/api/v1/status	Allowed	-	200	462	35104	Search Engines	-	0	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36	-	-
2024-05-14 11:59:27	mallory@tenex.local	Engineering	HQ-Austin	10.10.1.32	52.96.40.12	GET	outlook.office365.com	https://outlook.office365.com/api/v1/status	Allowed	-	200	918	14639	Webmail	-	0	Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:126.0) Gecko/20100101 Firefox/126.0	-	Microsoft 365
2024-05-14 12:00:00	xavier@tenex.local	Legal	Remote-VPN	10.10.4.43	140.82.113.150	GET	github.com	https://github.com/api/v1/status	Allowed	-	200	648	2267	Professional Services	-	0	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4 Safari/605.1.15	-	-
2024-05-14 12:00:53	ken@tenex.local	IT	HQ-Austin	10.10.3.30	142.250.72.158	GET	www.google.com	https://www.google.com/	Allowed	-	200	706	50512	Search Engines	-	0	Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:126.0) Gecko/20100101 Firefox/126.0	-	-
2024-05-14 12:02:08	erin@tenex.local	IT	EU-Dublin	10.10.1.24	104.109.10.159	GET	www.salesforce.com	https://www.salesforce.com/user/profile	Allowed	-	200	1306	30850	Professional Services	-	0	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4 Safari/605.1.15	-	-
2024-05-14 12:03:09	alice@tenex.local	Engineering	HQ-Austin	10.10.1.20	140.82.113.237	GET	github.com	https://github.com/user/profile	Allowed	-	200	344	19457	Professional Services	-	0	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36	-	-
2024-05-14 12:03:11	judy@tenex.local	HR	EU-Dublin	10.10.2.29	104.16.85.70	GET	cdn.jsdelivr.net	https://cdn.jsdelivr.net/favicon.ico	Allowed	-	200	348	79145	Content Servers	-	0	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4 Safari/605.1.15	-	-
